session_id,frame_idx,timestamp_sec,mouth_visible,left_hand_visible,right_hand_visible,mouth_x,mouth_y,scale_ref,left_wrist_x,left_wrist_y,left_distance_wrist_mouth_norm,left_distance_index_mouth_norm,left_distance_middle_mouth_norm,left_distance_thumb_mouth_norm,left_thumb_index_dist_norm,left_index_middle_dist_norm,left_velocity_wrist_toward_mouth,left_speed_wrist_norm,delta_left_wrist_mouth_norm,right_wrist_x,right_wrist_y,right_distance_wrist_mouth_norm,right_distance_index_mouth_norm,right_distance_middle_mouth_norm,right_distance_thumb_mouth_norm,right_thumb_index_dist_norm,right_index_middle_dist_norm,right_velocity_wrist_toward_mouth,right_speed_wrist_norm,delta_right_wrist_mouth_norm
S002,0,0.0,1,1,0,0.5377740859985352,0.5467758774757385,0.09576011483844694,0.6459901332855225,0.6782333254814148,1.7780858813266756,0.9573675386839233,1.1190458940379173,0.8964110084470085,0.25751661007994897,0.3008432179106875,,,,,,,,,,,,,,
S002,1,0.06681142475363287,1,1,0,0.537412166595459,0.529382050037384,0.1093825496813253,0.6341717839241028,0.6800775527954102,1.6372386454026242,0.9106972070628528,1.0957973585963148,0.8289631486170159,0.47351314945222545,0.3048877765152999,0.6614082083023786,1.6367502947559391,-0.14084723592405135,,,,,,,,,,,
S002,2,0.13362284950726575,1,1,0,0.5355403423309326,0.525309145450592,0.09873269060868536,0.626629650592804,0.6779366731643677,1.8002404030519352,1.013619926329963,1.2160028549852742,0.8968617159720385,0.5157761002894219,0.3265714613310888,0.8646374788208772,1.1885290478345625,0.16300175764931102,,,,,,,,,,,
S002,3,0.20043427426089863,1,1,0,0.5337153077125549,0.5313796401023865,0.10542246853165935,0.6245828866958618,0.6806490421295166,1.6576355158333058,0.8815145648131198,1.0787668111771236,0.7856427773557887,0.5062275276450668,0.3006738224950514,-0.17783540231155248,0.48243120905976383,-0.1426048872186294,,,,,,,,,,,
S002,4,0.2672456990145315,1,1,0,0.5334129333496094,0.533158004283905,0.10376630843034149,0.6230332851409912,0.6755977869033813,1.6217994617390121,0.8220841437876273,1.0329654335996197,0.7592477340435263,0.49960367331443095,0.3154325106754989,0.7357270294047671,0.7621192849434872,-0.03583605409429369,,,,,,,,,,,
S002,5,0.3340571237681644,1,1,0,0.5330439805984497,0.5306987762451172,0.10192058877663039,0.6268032789230347,0.6730211973190308,1.672186884859067,0.8400980828696775,1.0404442829063059,0.8004212571108884,0.5083039777588096,0.29595210222873863,0.011403758601345015,0.6705910198683644,0.05038742312005495,,,,,,,,,,,
S002,6,0.40086854852179726,1,1,0,0.5334553718566895,0.5294151902198792,0.10509196944012351,0.6247895359992981,0.6677667498588562,1.5774775910286414,0.7703046933304912,0.9836810757694401,0.7812212787427899,0.5228828699572797,0.2791856196246131,0.7825468215772688,0.8014293096231053,-0.0947092938304257,,,,,,,,,,,
S002,7,0.4676799732754301,1,1,0,0.5378146767616272,0.5404233932495117,0.10539590851859536,0.6284719705581665,0.6633056402206421,1.4488694931185553,0.6648176705599643,0.8524122668085389,0.7417478086751215,0.48184046410952186,0.28461027477071765,0.19934221263387086,0.821486284627333,-0.1286080979100861,,,,,,,,,,,
S002,8,0.534491398029063,1,1,0,0.5406997799873352,0.5355183482170105,0.09538920203164138,0.6287323236465454,0.6581472754478455,1.5825225660878168,0.7099849938425126,0.9225053827354052,0.769278381766276,0.5258553581443222,0.3018773895078159,0.6336917863489269,0.8104282361507179,0.13365307296926154,,,,,,,,,,,
S002,9,0.6013028227826959,1,1,1,0.541549563407898,0.5404458045959473,0.09780071501588918,0.6325017213821411,0.6544599533081055,1.4912733060436976,0.6673006306222738,0.8580931922030749,0.7657740738782168,0.5185481183959277,0.2974677526889801,0.0813978916417415,0.8069866937682665,-0.09124926004411926,0.6416909098625183,0.6410862803459167,1.4516726864942153,0.7245415459931603,0.771825352855139,0.9280472410468488,0.2740475689353436,0.20234759021297943,,,
S002,10,0.6681142475363288,1,1,0,0.5480255484580994,0.5319488048553467,0.09360269046567599,0.6349967122077942,0.6443888545036316,1.518657647978494,0.6859791882300496,0.921575338621113,0.73978215331214,0.5067936278286912,0.34178225041061217,1.0297335429724639,1.6590978747614202,0.02738434193479633,,,,,,,,,,,
S002,11,0.7349256722899616,1,1,0,0.5491315722465515,0.5257317423820496,0.10745365796731972,0.6353132724761963,0.6427536010742188,1.3525089732892186,0.6054419485834471,0.8078606551038624,0.6484001994970727,0.44668041508606104,0.2916320663047609,0.15726022483691846,0.2320074708391848,-0.1661486746892753,,,,,,,,,,,
S002,12,0.8017370970435945,1,1,0,0.5512158274650574,0.5163974761962891,0.11794284387706293,0.6374853253364563,0.6397348046302795,1.2761621637384106,0.576197043323813,0.7747256245731607,0.5898663043966356,0.42469959879019903,0.2553178716610446,0.15593756223283492,0.4719582780617499,-0.07634680955080797,,,,,,,,,,,
S002,13,0.8685485217972274,1,1,0,0.5466820597648621,0.5181097388267517,0.11581168163844609,0.6365211606025696,0.6379473805427551,1.293251035025021,0.5856211272747668,0.7810731052074711,0.623700005586782,0.42530615829552443,0.2746045818615777,0.2595786397326009,0.26247169396211545,0.017088871286610408,,,,,,,,,,,
S002,14,0.9353599465508602,1,1,0,0.5484117269515991,0.5197011828422546,0.11034594838144544,0.6348876357078552,0.6349054574966431,1.3054305919896865,0.5726513365213137,0.7838935596025237,0.6242310056954486,0.4401976979006235,0.290385876801944,0.4630049491270082,0.4683407625840397,0.012179556964665439,,,,,,,,,,,
S002,15,1.002171371304493,1,1,0,0.5431747436523438,0.531221330165863,0.10733374645803223,0.6326963901519775,0.639212429523468,1.3068759195750277,0.5542803802523989,0.7217550496804477,0.6683506108436859,0.4610142800526838,0.27081688368563506,-0.26737147249285664,0.6738620135974519,0.0014453275853412162,,,,,,,,,,,
S002,16,1.068982796058126,1,1,0,0.5422319173812866,0.5459861755371094,0.09188346292196707,0.6292172074317932,0.6435666084289551,1.42269928034541,0.5635366179505527,0.7491509337645879,0.7772694844071246,0.540800262408176,0.3053332687733425,-0.1523324241257087,0.9078993587488466,0.11582336077038224,,,,,,,,,,,
S002,17,1.1357942208117588,1,1,1,0.5375806093215942,0.5591942667961121,0.10327352004585424,0.6242350935935974,0.6546514630317688,1.248362134294844,0.5024267070734297,0.6536870720609858,0.7159710706045432,0.49836610327966535,0.2643709874789383,-0.7041854857608203,1.761342682421704,-0.17433714605056583,0.6351966857910156,0.6393096446990967,1.2228004352670026,0.9396807305065569,0.7266758420196093,1.3625646692668,0.5126399971815357,0.21919092135524545,,,
S002,18,1.2026056455653917,1,1,0,0.5282636284828186,0.5613518357276917,0.0982815758384843,0.6201214790344238,0.6661330461502075,1.4178117862956665,0.6317204127432419,0.8029438745881503,0.8051737333248891,0.5212524854114767,0.2858228448410003,-0.9018587346465979,1.8573919690089489,0.1694496520008224,,,,,,,,,,,
S002,19,1.2694170703190246,1,1,0,0.5293965935707092,0.5620419383049011,0.0926604227283772,0.6203287243843079,0.6761720180511475,1.5748445344469468,0.6801245261628722,0.8762169743861166,0.8195983851143646,0.5759823286762716,0.2850448493305628,-1.28913246368276,1.6219473480812012,0.15703274815128032,,,,,,,,,,,
S002,20,1.3362284950726575,1,1,0,0.5318411588668823,0.5632872581481934,0.10186398624692762,0.6223801970481873,0.6764237284660339,1.4225246513407594,0.6097993284675718,0.8046419062663962,0.7296456123987184,0.5058811919082618,0.28546158535614036,-0.21722010313204868,0.30369598333492753,-0.15231988310618738,,,,,,,,,,,
